cheviot-hills,2,2,0,2,2,20,2,2,2,11,20,2,2,20,2,20,20,2,2,2,5,2,4,2,20,2,2,2,2,0,2,0,2,2,2,2,2,2,11,20,2,2,2,2,4,2,0,2,11,20,350
palms,4,2,2,3,0,8,3,12,1,6,2,14,3,1,5,3,1,9,0,3,4,8,2,2,1,1,6,2,2,15,5,13,19,0,3,11,3,8,8,1,0,8,14,3,2,1,15,4,0,1,350
koreatown,0,17,20,20,5,20,20,20,20,20,1,20,0,0,20,17,20,1,20,9,18,20,9,18,20,20,12,20,20,19,20,11,20,20,20,20,20,0,12,12,20,20,8,20,18,16,20,12,20,11,350
hawthorne,2,0,0,8,20,0,0,0,5,9,1,0,0,1,1,0,1,4,4,0,4,0,0,10,4,1,8,9,0,2,13,8,0,0,0,4,6,1,2,7,2,0,2,0,0,4,0,0,2,4,350
florence-firestone,2,3,3,6,0,5,0,3,14,0,8,3,7,0,2,0,0,1,1,0,3,0,3,1,1,1,4,4,0,7,8,2,2,1,2,2,7,3,0,2,2,2,7,0,1,0,0,2,0,6,350
westwood,0,17,6,6,0,0,0,0,19,20,10,8,0,0,15,1,0,0,0,20,0,0,0,0,1,1,2,5,5,0,2,3,20,20,15,2,7,0,0,0,12,0,1,2,0,0,0,0,1,0,350
atwater-village,2,2,1,1,6,3,2,0,2,1,2,0,6,1,1,1,1,0,2,8,0,2,8,0,2,6,2,1,1,2,0,8,0,0,0,0,0,0,1,12,0,1,5,1,0,0,10,0,17,2,350
green-meadows,2,1,1,1,0,2,5,0,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,2,0,2,1,2,2,0,0,350
broadway-manchester,1,1,0,0,0,1,1,0,0,0,2,2,1,1,0,0,2,1,0,0,0,1,1,0,1,0,1,1,5,0,1,0,0,1,0,0,0,0,9,0,2,1,0,0,0,1,0,1,1,1,350
boyle-heights,0,3,2,6,6,7,4,3,0,5,1,4,10,2,2,0,0,4,0,1,0,0,0,16,16,5,0,0,6,3,2,0,5,5,11,1,6,2,0,0,2,3,0,4,1,18,4,7,2,15,350
santa-monica,12,8,0,16,4,20,12,0,7,1,4,2,0,9,0,4,0,1,20,10,1,1,10,0,1,20,20,3,0,0,0,17,7,0,1,0,10,0,2,9,20,9,14,20,1,3,0,8,2,0,350
hancock-park,0,0,0,1,0,0,0,0,0,1,1,1,0,12,0,0,2,0,0,0,1,0,1,0,11,0,1,0,5,2,13,6,0,1,1,0,5,1,8,1,1,0,2,1,1,0,0,0,0,0,350
tujunga,0,0,0,0,0,4,0,0,18,0,20,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,15,0,0,0,0,0,0,0,350
beverly-grove,14,16,13,3,5,7,8,18,11,20,5,20,17,5,20,0,18,0,17,6,3,14,11,20,1,6,0,19,13,9,7,20,5,11,20,12,3,17,5,19,8,20,20,20,14,18,11,10,18,1,350
hollywood-hills,0,1,0,0,0,0,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,2,350
altadena,0,0,0,1,0,0,0,1,0,12,0,0,0,0,1,0,0,0,20,0,1,0,4,3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,9,1,0,0,0,0,0,1,1,1,0,0,350
griffith-park,0,0,0,0,0,5,1,0,0,2,5,0,0,5,0,0,1,0,0,3,0,0,0,5,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,350
westmont,0,3,0,0,2,4,4,1,3,0,3,2,4,4,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,2,2,0,2,3,350
west-los-angeles,1,20,7,8,3,1,4,0,11,8,5,0,1,2,4,10,2,0,0,10,20,1,2,9,12,7,15,7,7,1,0,11,3,2,0,19,0,1,1,15,3,18,8,1,20,4,0,2,0,5,350
mid-city,3,0,1,1,7,4,0,5,8,1,2,3,1,2,13,5,1,1,0,2,9,0,6,4,0,0,1,3,1,0,3,1,7,5,0,1,0,3,1,0,5,2,3,2,4,3,0,5,2,1,350
gardena,1,3,7,1,1,10,9,12,1,11,8,11,1,0,1,0,3,1,0,3,1,0,3,3,1,2,6,1,20,2,1,0,9,0,0,3,0,1,12,0,0,0,2,0,7,5,13,1,1,11,350
lincoln-heights,2,2,1,7,3,1,0,2,1,0,2,3,7,2,1,1,3,12,0,3,7,6,0,3,1,1,1,3,1,4,0,1,1,1,9,1,1,0,0,3,20,1,0,13,1,1,0,10,1,0,350
larchmont,2,16,0,10,2,0,1,2,2,1,0,0,0,11,11,6,6,20,0,3,20,0,0,1,2,1,14,0,7,0,0,1,1,1,3,14,0,5,0,7,12,3,0,20,6,11,11,2,2,11,350
reseda,1,2,1,1,0,0,7,1,0,4,1,0,1,0,18,5,0,0,7,0,7,0,0,0,5,1,1,6,0,0,20,0,11,0,0,6,0,0,0,1,10,0,1,0,0,4,0,1,5,0,350
lake-view-terrace,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,350
exposition-park,3,0,2,0,2,0,0,5,1,3,4,0,1,4,1,1,6,7,10,7,7,0,0,9,4,9,4,2,0,11,7,0,8,1,1,5,1,0,8,10,3,5,4,0,0,2,2,0,0,6,350
